-7.1922 -2.09123 -5.60165 -2.23933e-005 74324.8 45612 35583.3 94185 -0.000190932
5.34588 6.8215 1.70684 -5.91153e-006 -80914.7 -58908.7 -19383.4 101947 -0.000180506
7.50706 8.46294 8.27968 9.37773e-006 -39268 -49902.3 -49939.2 80784.5 -0.000136765
-2.65578 -2.9213 7.7956 -2.57152e-006 -2355.18 63022.2 -90867.2 110608 -0.000182505
3.49519 3.56108 6.37552 -4.55959e-005 -86979.6 -27596.6 -82806.7 123223 -0.000181688
-3.99852 0.748752 -3.87655 -9.26898e-006 51578 3969.65 -55.8244 51730.6 -0.000231992
-8.28703 0.910088 6.62786 -2.33285e-006 89397.6 -24474.3 -49165.1 104920 -0.000174226
-4.09827 -3.99891 -6.86728 -3.74919e-005 34705.7 78312.3 62936.6 106294 -0.000185024
1.44923 -2.73658 -3.18363 -3.48635e-005 -26907.4 -18661 34038.8 47232.2 -0.000229061
-3.19116 -5.51023 5.44083 4.93097e-007 8314.91 49619.5 -73622.1 89170.9 -0.000191157
-5.51243 -2.92959 -3.78563 8.90832e-006 37916.5 62488.9 9010.25 73645.8 -0.000219797
-0.668744 -0.956359 7.33859 -7.85691e-006 -20221.1 88801.7 -88012.4 126652 -0.00019893
-7.96276 -9.92182 -2.63053 -1.56823e-005 36922.1 71129.4 28894 85191 -0.000146037
0.993421 9.5839 7.26869 -3.67276e-005 -11215.1 -83168.4 -68203.3 108141 -0.000150033
-6.1937 3.57312 9.44483 -2.92831e-005 91454.8 -6937.85 -86842.1 126308 -0.000159919
4.70075 4.48199 -2.0811 -3.52902e-005 -74845.5 -37372 6866.55 83938.5 -0.000192396
9.94572 -3.20696 5.25238 -1.05835e-005 -74746.2 20470.5 -11008.9 78276.6 -0.000148132
3.03156 -9.13112 0.858022 2.87169e-006 -32471.8 138085 -60488.1 154210 -0.000189299
-7.13674 -7.03092 5.32841 -3.09401e-005 -953.805 46716.2 -36336.2 59191.5 -0.000169713
9.18716 -0.287377 -2.77931 9.3629e-006 -120040 22200.5 29327 125549 -0.000176807
-3.36272 -0.0913402 -7.51583 -4.78617e-005 17914.5 7943.68 92510.8 94563.6 -0.00019688
-2.98838 -0.517611 4.13094 -3.23975e-007 -204741 -231838 -370864 482916 -0.000249563
-0.856651 -6.66356 0.717786 -8.45272e-006 57769.3 122292 8817.16 135537 -0.000215203
8.31053 3.15033 -3.32821 -3.51923e-006 -103264 -39263.6 32364.4 115120 -0.000173906
-7.26502 -1.72122 -0.781957 -3.79374e-005 42086.7 -5253.16 -7351.83 43045.7 -0.00019975
2.70069 2.22379 -8.94715 8.92127e-006 -49187.2 -32968.9 124372 137749 -0.000193872
0.620903 -3.52643 1.35221 -3.42383e-005 -12885.4 35817.9 -146838 151692 -0.000237401
-6.73893 7.67327 -2.38992 -3.33365e-005 47737.5 -88563.6 19282.2 102441 -0.000172425
-2.8513 5.57675 -7.98491 -3.09654e-005 142953 -62853.9 133232 205272 -0.000195267
-8.61964 -3.92688 -0.713567 -3.29431e-005 91044.5 64253.1 8745.67 111777 -0.000184974
-1.53007 -0.619311 -3.7608 -3.17013e-005 14225 5057.6 14082 20645.4 -0.000227336
0.7586 7.68652 4.2215 -1.81522e-005 138798 -14146 -79147.6 160404 -0.000202987
9.83021 6.06572 6.21449 -3.31593e-005 -56403.5 -31808.6 -32359.8 72389.9 -0.00012839
1.83892 8.16512 3.75093 -3.19839e-005 -110749 -117907 21672.2 163208 -0.000186268
-9.49002 9.21555 -8.86288 -1.18297e-005 43011.2 -44482 37880.4 72550.3 -0.000127937
-9.16863 5.07731 0.83454 -4.8999e-005 81656.6 -41774.1 -31839.5 97090.8 -0.000164762
-1.47728 -4.73278 8.03371 6.63706e-006 -5972.76 48809 -82798.6 96299.6 -0.000174564
8.95693 8.6711 -3.2046 6.47304e-006 -66546.7 -48179.6 6298.28 82397.8 -0.000143798
-3.33882 -0.886702 3.62324 -2.80678e-005 35446.5 14965.2 -27766.9 47449.1 -0.000210726
0.0775601 8.13313 -7.24897 -4.50306e-005 -10236.4 -109173 43861.7 118099 -0.000176287
3.46665 -0.114129 -3.64982 -9.94615e-006 -74387.1 -19392.1 15620 78444.1 -0.000221502
-9.6267 -7.14536 5.30219 -3.53416e-005 101322 43526.6 -49584.4 120911 -0.000152761
-5.85133 -7.68953 7.0619 -1.36343e-005 -19168 72770.4 -101095 126028 -0.000162091
1.75373 2.8215 4.04004 -4.0784e-005 -31554.3 -3782.44 4513.07 32099.1 -0.000207738
1.84894 -9.77049 -4.17755 -3.40954e-005 3893.48 114808 40202.9 121706 -0.000167646
2.33289 -5.19661 3.16768 -4.32486e-006 -98561 34862.8 -88908.5 137239 -0.000213025
-0.698936 -4.5023 1.65219 -1.74844e-005 124351 93186.5 -62594.8 167526 -0.000234492
-2.53338 4.59605 7.57525 -2.13449e-005 -51667.6 -66097.5 -6307.6 84132.1 -0.000200428
7.40833 -9.00358 -2.52591 -1.93057e-005 -131312 20179.4 43137.3 139682 -0.000164981
-9.02483 -7.62205 1.35915 -4.01177e-005 58151.3 66678.1 8350.28 88866.6 -0.00015839
9.83447 -1.58631 6.55113 -5.97579e-006 -74996.8 -19349.3 -40662.8 87477.9 -0.000148917
4.93204 -7.48951 0.271131 4.61026e-006 -119783 75314.7 -68472.4 157190 -0.000201046
-8.91243 9.23599 -2.40718 -5.30561e-006 82635 -93765.1 12633.2 125619 -0.000156619
0.30227 -6.80029 3.66727 -4.49534e-005 -4197.02 90408.6 -84512.7 123829 -0.000183929
-8.29287 1.10883 -9.78984 -7.99524e-006 104823 -230344 46708.9 257347 -0.000182394
9.93164 -9.82851 8.9321 -4.35838e-005 -31602.3 31586.5 -29695.4 53649.1 -0.00010796
-3.90096 -8.96714 -5.62801 3.06347e-007 32211.5 78830.2 42187.8 95034.7 -0.00016324
-4.51722 3.67455 -3.92362 -2.49302e-005 36923.3 -48286.5 192.438 60786.1 -0.000216022
-5.31395 3.19088 -5.81513 -1.3586e-005 82304.6 -32575.1 84780.1 122568 -0.000212244
7.45188 -0.15652 -6.53717 -4.03456e-005 -84546.2 594.325 48331.2 97387.4 -0.000161404
3.32702 -6.02473 -5.88475 -3.72321e-005 -69654.4 59349.8 107468 141151 -0.000188596
3.13176 -5.08372 -1.31945 -1.47737e-005 -101623 -1843.29 -5596.3 101794 -0.000229568
-6.62588 -1.7085 6.38756 -3.57088e-005 57622.6 10027.5 -60720.2 84308.1 -0.000175261
3.74368 8.29008 -9.28474 -4.67292e-005 -34491.9 -51081.8 63228 88299.6 -0.000150311
-3.9072 4.67731 8.59818 -3.83966e-005 66289.6 -63582.3 -103242 138188 -0.000177204
1.5186 -5.57143 -3.77272 -4.51655e-005 17482 75280.7 46807.9 90353.7 -0.000212557
0.987502 -2.95209 0.246409 -2.57628e-005 -72827.3 -87022.1 112025 159456 -0.000245914
5.99619 -9.88599 -2.25428 -2.27354e-005 -5684.59 112563 13995.2 113572 -0.000167119
-6.35509 8.54925 -5.13627 2.93969e-006 45605.9 -88953.2 56641.8 114895 -0.000172952
7.72444 4.60058 -7.26603 8.03133e-006 -91974.7 -13845.9 19484.8 95030 -0.000166428
2.28461 0.556211 -7.01793 -4.21377e-005 -44464.4 -12434.2 91502.5 102491 -0.000193568
-0.134419 3.14367 6.58444 -1.29722e-005 -30270 -68172.9 -51836.7 90834.3 -0.000217556
7.44033 8.92845 -9.41127 -2.62464e-005 -70602.2 -46315.5 38388 92754.7 -0.000133476
2.99079 -7.04727 -0.413112 -3.93847e-005 -57982.9 112049 -44825 133889 -0.000198473
-6.48639 -3.97319 7.94867 -4.99156e-006 30488.9 43371.1 -100851 113937 -0.000171963
7.30589 -9.67132 -0.0868815 -1.66028e-005 -73589.1 67119 -59752.4 116149 -0.000157613
-5.09934 5.03393 -0.489263 -2.62218e-005 24856.9 -48537.5 -29317.8 61913.5 -0.000202954
9.62754 9.74674 -8.31317 -9.3532e-007 -79962.8 -47248.8 7232.71 93160.2 -0.000128671
-0.879909 1.44769 7.43567 -2.11212e-005 -71342.9 47351 -142711 166428 -0.00021312
